id,summary
id117hr180,"<p><b>Inaction Has Consequences Act </b></p> <p>This bill withholds the salaries of Members of a chamber of Congress that has not passed each of the annual appropriations bills before the beginning of the fiscal year, beginning with FY2022. Salaries are released on the earlier of (1) the date on which the chamber of Congress passes the bills, or (2) the last day of the Congress.</p>"
id117hr739,Provides for the relief of Median El-Moustrah.
id117hr122,"<p><strong>Original Living Wage Act </strong></p> <p> This bill increases the federal minimum wage to the minimum hourly wage sufficient for a person working for 40 hours per week, 52 weeks per year, to earn an annual income 25.5% higher than the federal poverty threshold for a four-person household, with two children under age 18, and living in the 48 contiguous states. (Under current poverty thresholds, the national minimum wage would be set at approximately $15.64 per hour.)</p> <p> The Department of Labor must determine the minimum wage rate by June 1, 2021, and review it every four years. Labor may not adjust the minimum wage to a lower rate.</p>"
id117hr735,"Designates the facility of the United States Postal Service located at 502 East Cotati Avenue in Cotati, California, as the ""Arthur Luis Ibleto Post Office Building."""
id117hr117,"<p><b>DHS Cybersecurity On-the-Job Training and Employment Apprentice Program Act</b></p> <p>This bill requires the Department of Homeland Security (DHS) to establish a DHS Cybersecurity On-the-Job Training and Employment Apprentice Program to identify and train DHS employees for cybersecurity work.</p> <p>The Cybersecurity and Infrastructure Security Agency within DHS must lead the program. Among other things, the agency must (1) track the status of cybersecurity positions at DHS, (2) develop a program curriculum, and (3) recruit DHS employees for the program.</p>"
id117hr700,"Designates the facility of the United States Postal Service located at 303 East Mississippi Avenue in Elwood, Illinois, as the ""Lawrence M. 'Larry' Walsh Sr. Post Office."""
id117hr116,"<p><strong>Equal Rights and Access for the Women of South Sudan Act </strong></p> <p>This bill requires that activities carried out by the United States in South Sudan relating to governance, post-conflict reconstruction and development, police and military training,&nbsp;or refugee relief and assistance support the human rights of women and their full political, social, and economic participation.</p>"
id117hr118,"<p><b>Cyber Vulnerability Disclosure Reporting Act</b></p> <p>This bill requires the Department of Homeland Security to submit a report describing the policies and procedures developed to coordinate the disclosure of cyber vulnerabilities. The report shall describe instances&nbsp;when these policies and procedures were used to disclose cyber vulnerabilities in the previous year. Further, the report shall&nbsp;mention the degree to which the disclosed information was acted upon by stakeholders. </p>"
id117hr785,"Provides for the relief of Maria Isabel Bueso Barrera, Alberto Bueso Mendoza, and Karla Maria Barrera De Bueso."
id117hr181,"<p><b>VA Procurement Efficiency and Transparency Act</b></p> <p>This bill addresses procurement procedures in the Department of Veterans Affairs (VA). Specifically, the bill requires the VA to record the amount of any cost savings realized by using competitive procedures in awarding contracts reported in the Federal Procurement Data System (or successor systems).</p> <p>The VA shall make available and use on a VA-wide basis the standardized procurement templates already used internally at certain VA offices.</p>"
id117hr147,"<p><b>Bringing Registered Apprenticeships to Veterans Education Act or the BRAVE Act</b></p> <p>This bill requires the Department of Labor, in the implementation of the Transition Assistance Program, to provide information concerning apprenticeship programs to members of the Armed Forces who are separating from active duty.</p> <p>The bill expands an existing monthly housing stipend under the Post-9/11 GI Bill by authorizing the stipend to be used for other purposes.</p> <p>The Department of Veterans Affairs (VA), in coordination with Labor, must establish a publicly accessible and user-friendly website on which veterans can find specified information about apprenticeship programs that are approved under VA education benefit provisions.</p>"
